id,name,college_code,percentage
50179,Xylina,QV,91.47
50180,Cristine,UW,56.2
50181,Robbi,TW,64.77
50182,Madalyn,SP,15.59
50183,Merrie,TK,64.21
50184,Libbie,IW,62.44
50185,Susette,VJ,45.46
50186,Sophia,DX,74.93
50187,Korrie,XV,12.13
50188,Thalia,FZ,95.46
50189,Alleen,YO,75.34
50190,Ellette,KB,69.95
50191,Halette,KE,40.73
50192,Korrie,MP,58.21
50193,Perry,FL,49.33
50194,Leeanne,KU,44.7
50195,Danny,EI,2.4
50196,Carmela,JG,26.17
50197,Chloris,IG,20.37
50198,Paola,ZX,78.75
50199,Tybie,TR,84.82
50200,Genevra,QV,54.27
50201,Marsiella,PQ,90.96
50202,Almeta,PX,2.35
50203,Abbie,NY,56.9
50204,Roseline,JS,9.76
50205,Ann-Marie,BW,32.72
50206,Elena,VS,45.43
50207,Lorenza,UX,47.83
50208,Gabi,VS,88.34
50209,Brooks,RJ,61.06
50210,Rhoda,RV,36.68
50211,Heddie,OZ,76.99
50212,Doro,YG,5.16
50213,Sissy,JD,78.83
50214,Henriette,DT,47.7
50215,Lauryn,MG,23.44
50216,Aryn,CY,18.41
50217,Sarette,UW,44.64
50218,Modestia,TC,22.76
50219,Valera,RW,72.61
50220,Layla,XS,53.49
50221,Annabela,EL,75.6
50222,Blinni,FU,89.27
50223,Shell,XC,86.99
50224,Lexine,UL,37.15
50225,Louella,MV,7.39
50226,Dede,VV,85.92
50227,Margarette,FW,84.68
50228,Fawne,EU,78.5
50229,Chandra,XB,83.58
50230,Alie,HI,34.64
50231,Jordan,NA,92.2
50232,Barbi,PV,16.28
50233,Rozele,RD,13.24
50234,Kimmy,OG,71.35
50235,Drucie,UW,29.87
50236,Augustine,GA,37.24
50237,Susette,PU,97.41
50238,Correy,SB,8.53
50239,Leanna,BP,52.27
50240,Daryl,HH,62.78
50241,Kittie,RM,2.29
50242,Shaylyn,ZR,34.41
50243,Olivette,JJ,2.21
50244,Elsie,IT,27.25
50245,Bibby,FM,36.94
50246,Deedee,MB,33.44
50247,Leeanne,GZ,93.39
50248,Libbie,RE,73.93
50249,Nerta,BG,69.71
50250,Ezmeralda,GL,6.17
50251,Violet,ZA,22.76
50252,Kerrin,CN,32.91
50253,Teriann,MO,61.87
50254,Kimberley,YP,85.6
50255,Joane,LT,54.31
50256,Dotty,QV,84.31
50257,Gianina,RK,16.25
50258,Renae,SZ,76.42
50259,Paule,SR,68.85
50260,Ilse,IM,99.47
50261,Frances,DT,5.89
50262,Eugine,VM,4.23
50263,Sam,KZ,27.64
50264,Delilah,UT,69.35
50265,Orsola,PH,19.64
50266,Winifred,AN,26.84
50267,Madalyn,SE,49.4
50268,Chrystel,RC,31.21
50269,Blake,TS,53.54
50270,Lorie,HQ,34.74
50271,Rochette,WA,42.46
50272,Lita,KU,8.36
50273,Mamie,NX,25.39
50274,Marguerite,BL,19.08
50275,Tilly,MX,63.93
50276,Carmela,JP,99.56
50277,Chere,HF,68.33
50278,Magdalena,FD,55.27
50279,Dorthy,HS,86.85
50280,Marnia,FW,66.47
50281,Audrie,WC,50.25
50282,Susan,KT,91.06
50283,Shaine,JE,75
50284,Kerrin,SS,60.54
50285,Ronna,OC,100.76
50286,Imojean,BP,75.26
50287,Sindee,SJ,40.98
50288,Cam,BL,80.23
50289,Joane,IK,44.57
50290,June,RR,62.8
50291,Sue,FP,38.19
50292,Donetta,DV,45.09
50293,Modestia,CD,91.9
50294,Aili,CT,4.79
50295,Arlena,EG,73.37
50296,Sidoney,HN,49.13
50297,Valera,UC,39.54
50298,Ileana,VH,95.07
50299,Tera,BL,34.06
50300,Lita,IN,72.12
50301,Berget,LZ,41.77
50302,Florie,VO,59.78
50303,Rivalee,IA,53.2
50304,Anallese,IY,90.1
50305,Lynnea,EW,75.03
50306,Ada,CB,4.34
50307,Jacenta,RT,10.24
50308,Ivett,ME,24.72
50309,Binny,YN,0.85
50310,Winifred,VR,100.76
50311,Korrie,DW,20.9
50312,Almeta,XS,15.01
50313,Kristan,CB,19.21
50314,Wendi,CY,85.78
50315,Kristan,QB,92.31
50316,Penelopa,US,94.89
50317,Doro,WB,74.08
50318,Dorothy,VZ,25.63
50319,Cherrita,EA,2.76
50320,Zondra,KY,2.19
50321,Sue,SV,76.27
50322,Lonnie,TK,14.13
50323,Hallie,LP,16.81
50324,Carmela,TX,5.63
50325,Lisette,MK,76.15
50326,Beverley,PO,7.24
50327,Liana,UJ,26.13
50328,Kenna,YX,66.31
50329,Antonietta,WQ,59.68
50330,Beatriz,PK,66.78
50331,Gilda,DO,37.43
50332,Linet,DX,48.05
50333,Adore,LY,19.48
50334,Gianina,HW,78.6
50335,Ketti,XA,62.67
50336,Livvyy,TH,5.47
50337,Kimmy,SL,90.69
50338,Ana,QD,33.06
50339,Sabina,UH,58.78
50340,Orsola,JM,3.69
50341,Consuela,AX,94.8
50342,Lila,IB,92.79
50343,Keelia,RF,75.48
50344,Dede,WB,95.84
50345,Barbi,KU,64.02
50346,Alleen,HA,29.81
50347,Ebonee,XF,9.27
50348,Britni,KI,44.58
50349,Edee,ZH,5.25
50350,Stevana,AF,92.28
50351,Hildegaard,YX,93.8
50352,Mildrid,NU,50.52
50353,Selma,BN,33.25
50354,Helena,HX,32.18
50355,Nelle,TK,35.04
50356,Kirbee,IS,99.62
50357,Lanna,KG,81.49
50358,Marjie,GV,20.68
50359,Amara,BH,72.15
50360,Mariann,TX,79.62
50361,Trixi,SG,76.69
50362,Claudina,GT,37.99
50363,Daryl,XQ,84.48
50364,Aryn,OL,51.54
50365,Wynne,UI,34.67
50366,Karina,TQ,56.7
50367,Rosabelle,JM,49.54
50368,Ricky,VZ,14.07
50369,Zsa Zsa,GV,63.69
50370,Camile,FX,71.79
50371,Patricia,IJ,3.34
50372,Kial,VR,53.54
50373,Jaclyn,OV,0.52
50374,Beverley,DZ,18.69
50375,Sara-Ann,FW,20.59
50376,Sharai,FQ,92.01
50377,Lauryn,GU,49.74
50378,Dede,SV,12.62
50379,Georgetta,ZC,34.65
50380,Karolina,TL,48.37
50381,Annice,SA,26.33
50382,Damaris,RD,50.19
50383,Valera,FS,8.84
50384,Lonnie,PD,57.5
50385,Tamqrah,XK,71.87
50386,Nadine,XJ,68.27
50387,Cam,IL,61.87
50388,Amelia,TE,84.23
50389,Addia,DH,81.82
50390,Nonnah,KK,3.87
50391,Roberta,VH,47.85
50392,Hettie,YF,52.66
50393,Rebeca,FA,94.63
50394,Blake,GH,78.46
50395,Brena,NC,43.85
50396,Annice,KL,55.07
50397,Leontine,HE,52.39
50398,Carmela,ER,3.55
50399,Loree,RJ,83.34
50400,Adelle,QM,42.46
50401,Joy,WP,36.12
50402,Aurelie,PU,89
50403,Tiffie,WW,93.2
50404,Britni,GZ,48.94
50405,Selia,UU,37.64
50406,Ursulina,UG,81.03
50407,Asia,SW,72.34
50408,Carmela,CV,84.74
50409,Feliza,FJ,56.14
50410,Frieda,YF,29.8
50411,Nadine,WL,20.79
50412,Janeczka,CV,55.09
50413,Lorenza,SN,98.11
50414,Tarra,EB,85.96
50415,Rebeca,WJ,39.11
50416,Mallory,AT,96.43
50417,Dari,WQ,87.42
50418,Tracey,QB,4.84
50419,Camile,TY,25.16
50420,Valera,VU,70.54
50421,Shauna,VA,82.56
50422,Arlena,HA,32.95
50423,Joceline,ML,18.64
50424,Elise,PB,56.73
50425,Aurore,MQ,53.29
50426,Heida,UY,24.41
50427,Tiffie,XX,92.79
50428,Amelia,XQ,81.7
50429,Patricia,HO,77.36
50430,Chrystel,FK,100.33
50431,Tarra,DT,2.22
50432,Annaliese,ZY,69.09
50433,Lily,ZY,17.43
50434,Aigneis,WZ,90.61
50435,Dania,OE,13.78
50436,Latisha,WH,32.6
50437,Catrina,WN,20.61
50438,Danny,PR,18.67
50439,Leontine,DA,55.8
50440,Pamella,HE,43.5
50441,Daune,IQ,89.21
50442,Katuscha,XO,88.17
50443,Corry,MD,58.25
50444,Keelia,NQ,64.85
50445,Emelina,XE,51.58
50446,Yvonne,PE,28.4
50447,Jere,YT,63.55
50448,Lonnie,ZW,11.93
50449,Louella,ZM,60.6
50450,Leia,WF,56.18
50451,Georgina,IE,76.04
50452,Gerianna,GS,22.79
50453,Rosene,TL,18.31
50454,Heddie,QY,48.42
50455,Charmaine,NO,47.12
50456,Josephine,HO,93
50457,Georgina,SX,78.46
50458,Mary,UN,33.43
50459,Brianna,EN,4.74
50460,Genevra,RB,22
50461,Karly,QG,40.1
50462,Grier,PB,93.06
50463,Coral,PP,39.12
50464,Dennie,TU,11.22
50465,Micheline,KW,44.81
50466,Alameda,PC,14.78
50467,Noelle,PH,37.59
50468,Lizzie,GH,76.89
50469,Phylis,QE,34.31
50470,Corry,YZ,50.5
50471,Anestassia,PZ,55.66
50472,Tabbatha,MU,96.9
50473,Marguerite,RP,86.61
50474,Regina,HO,11.69
50475,Beverley,IG,36.9
50476,Joelly,VQ,42.31
50477,Gavrielle,JX,42.18
50478,Thalia,GW,24.7
50479,Jsandye,WJ,54.36
50480,Justinn,GP,75.42
50481,Christal,CO,52.88
50482,Drucie,KN,42.46
50483,Cordi,ZV,88.31
50484,Ebonee,QF,46.95
50485,Elsie,HI,27.89
50486,Misha,JO,12.61
50487,Tami,VI,24.49
50488,Debee,OK,49.39
50489,Perry,OU,1.01
50490,Estell,KV,46.87
50491,Quintina,MH,47.9
50492,Vivia,BJ,68.75
50493,Ethel,VZ,91.66
50494,Joeann,OJ,34.53
50495,Emma,MK,19
50496,Nerta,QN,37.68
50497,Orelia,MU,76.86
50498,Cathie,NQ,83.23
50499,Lorne,ZL,80.38
50500,Sandie,AD,37.02
50501,Hollie,VV,18.45
50502,Livvyy,GI,40.16
50503,Mady,RA,89.96
50504,Brynna,NT,45.33
50505,Shell,JM,75.57
50506,Carolina,YH,30.2
50507,Lucy,HZ,72.37
50508,Dione,PF,40.44
50509,Sheree,ND,99.32
50510,Suzette,UY,75.4
50511,Sibella,ZR,44.04
50512,Karlee,FG,4.69
50513,Marsiella,PS,15.38
50514,Fanchon,VF,31.49
50515,Valera,PO,93.93
50516,Tilly,FR,50.27
50517,Jacquetta,TM,49.38
50518,Ayn,EV,86.21
50519,Tybie,XA,50.62
50520,Nita,AD,44.13
50521,Pamella,LQ,37.85
50522,Jerry,KD,61.67
50523,Sabina,UP,12.32
50524,Kylynn,JZ,55.96
50525,Beatriz,MT,0.12
50526,Aili,TC,42.48
50527,Chloris,JD,80.8
50528,Carmela,BY,58.58
50529,Elbertina,SB,71.01
50530,Andree,KW,84.89
50531,Andeee,VY,5.63
50532,Belva,VP,82.27
50533,Mara,HR,88.56
50534,Cindelyn,SN,69.57
50535,Lita,YM,52.36
50536,Vinita,GP,88.85
50537,Heida,FX,16.87
50538,Sheelagh,JS,29.48
50539,Daphne,DO,80.71
50540,Meghann,NT,20.28
50541,Valera,DF,7.84
50542,June,XG,17.13
50543,Melodie,AF,16.54
50544,Dede,JB,5.6
50545,Ingrid,QV,65.58
50546,Maurene,IE,92.25
50547,Janis,AN,15.78
50548,Karina,AT,56.49
50549,Myrtice,UL,26.2
50550,Hyacinthe,DY,2.32
50551,Aurore,CD,15.05
50552,Jacquetta,XA,63.34
50553,Fina,TX,18.57
50554,Ebonee,YH,16.47
50555,Ofilia,XG,7.46
50556,Ardys,OM,24.43
50557,Corry,ID,58.43
50558,Atlanta,DP,78.07
50559,Sue,JI,44.34
50560,Dominga,MC,63.79
50561,Joleen,GF,30.81
50562,Di,AC,27.85
50563,Sam,ET,95.83
50564,Kathy,JA,19.59
50565,Eugine,SG,5.65
50566,Grier,XE,40.48
50567,Gabriellia,MN,46.96
50568,Emylee,NL,96.91
50569,Heida,LE,66.61
50570,Odessa,KZ,42.7
50571,Jacenta,ZL,75.73
50572,Janey,MB,20.37
50573,Kate,MX,49.52
50574,Ariela,BZ,84.43
50575,Isa,NV,70.33
50576,Kristan,PT,10.62
50577,Gerianna,XG,25.73
50578,Carmela,PT,92.05
50579,Constance,NQ,6.91
50580,Shaylyn,KS,62.5
50581,Arlena,LI,64.43
50582,Gisela,NX,60.62
50583,Cacilie,UV,55.71
50584,Pamella,NU,71.73
50585,Rivalee,QN,32.38
50586,Odessa,UW,56.72
50587,Ardeen,KV,41.32
50588,Britte,FQ,13.98
50589,Harmonia,IS,63.58
50590,Cam,KA,4.4
50591,Hollie,OR,58.42
50592,Marcelline,QH,97.31
50593,Lily,AW,80.03
50594,Violet,YP,43.12
50595,Raf,EJ,73.72
50596,Selma,OQ,94.6
50597,Jany,OJ,7.3
50598,Korrie,BF,0.24
50599,Pollyanna,OX,11.95
50600,Nicoli,XP,16.17
50601,Madalyn,ME,64.79
50602,Juliane,EF,35.01
50603,Deedee,KF,89.27
50604,Vere,RO,77.35
50605,Nelle,OL,33.98
50606,Sonni,WU,18.65
50607,Marita,LK,0.07
50608,Hyacinthe,HM,22.81
50609,Fawne,VB,4.13
50610,Leeanne,EN,92.31
50611,Siana,ER,97.66
50612,Florencia,DB,69.92
50613,Binny,RX,94.25
50614,Nataline,JQ,30.37
50615,Basia,BN,93.31
50616,Neila,JL,19.36
50617,Jenda,BP,34.33
50618,Kaja,IU,79.72
50619,Karolina,TY,30.96
50620,Vanessa,EJ,93.39
50621,Sheree,IZ,83.03
50622,Shauna,ER,32.47
50623,Fidelia,ZV,95.77
50624,Rayna,HG,6.98
50625,Larine,BV,93.57
50626,Karina,VP,15.27
50627,Larine,MJ,89.54
50628,Annabela,ZX,82.67
50629,Christy,XX,98.81
50630,Justinn,VP,2.72
50631,June,WY,28.64
50632,Lynnea,DD,19.99
50633,Zondra,TV,91.58
50634,Elsie,UA,28.11
50635,Violet,OB,78.84
50636,Nita,ZD,80.44
50637,Zsa Zsa,WB,69.54
50638,Lauryn,CD,78.22
50639,Eadie,QE,25.66
50640,Josephine,IE,30.56
50641,Sophia,QP,6.89
50642,Nicoli,XZ,41.83
50643,Jerry,QC,33.38
50644,Brandise,NP,91.34
50645,Mariele,FF,49.2
50646,Carmencita,QO,72.97
50647,Josephine,AK,30.85
50648,Asia,FT,37.13
50649,Karly,RO,74.85
50650,Leeanne,DW,4.16
50651,Edee,NK,79.01
50652,Alisha,TM,49.71
50653,Constance,ZI,60.28
50654,Carmela,JO,88.52
50655,Jsandye,JW,52.88
50656,Claresta,CP,41.59
50657,Linet,SM,2.03
50658,Shirlee,UT,89.92
50659,Aryn,WN,88.42
50660,Lita,KX,76.27
50661,Di,DH,49.32
50662,Moyna,FV,29.61
50663,Ninnetta,SZ,22.19
50664,Jemie,LS,62.55
50665,Ardenia,NU,61.31
50666,Eugine,JW,11.2
50667,Lexine,QI,7.07
50668,Joelly,JC,96.14
50669,Joane,AL,30.46
50670,Caritta,WU,86.23
50671,Rubie,OD,28.96
50672,Maurene,VE,36.88
50673,Charmaine,IL,54.76
50674,Regina,LF,14.45
50675,Nicoli,MT,6.57
50676,Alexine,PE,75.4
50677,Aimil,HJ,87.44
50678,Mariele,TE,5.2
50679,Melina,PY,56.94
50680,Lexine,WU,27.91
50681,Doralynne,LC,0.87
50682,Beverley,QY,9.45
50683,Rebeca,BP,90.32
50684,Carmencita,SJ,73.29
50685,Johna,LY,44.03
50686,Genovera,IC,13.94
50687,Myrtice,GH,95.26
50688,Cacilie,QO,77.55
50689,Suzette,MT,71.09
50690,Sandie,RD,0.92
50691,Christal,WH,84.02
50692,Aaren,PE,75.22
50693,Barbara,WJ,73.47
50694,Vevay,CF,72.4
50695,Ardenia,RX,17.71
50696,Orelia,XM,52.23
50697,Jany,BL,12.72
50698,Hermione,VW,35.77
50699,Hollie,WP,32.97
50700,Roz,YJ,97.97
50701,Rhoda,MV,10.3
50702,Sara-Ann,ZR,21.4
50703,Keelia,PK,60.78
50704,Annabela,NC,0.47
50705,Inga,JN,97.3
50706,Yetty,TI,11.75
50707,Ekaterina,HN,92.12
50708,Cecile,PR,30.54
50709,Yolane,UM,11.79
50710,Renie,GL,22.38
50711,Marika,RJ,64.19
50712,Jany,IA,84.13
50713,Michaelina,QK,32.8
50714,Kirbee,FS,53.57
50715,Quintina,UZ,6.25
50716,Benita,QC,33.21
50717,Mireielle,IL,29.56
50718,Mildrid,HQ,57.68
50719,Maurene,KF,58.31
50720,Andeee,ZX,23.29
50721,Laurene,UM,17.67
50722,Julieta,OO,49.96
50723,Hollie,BZ,63.11
50724,Candy,FV,63.46
50725,Leia,SD,92.24
50726,Debee,PQ,100.73
50727,Alleen,BV,81.37
50728,Robinia,DN,78.31
50729,Amelia,UU,20.23
50730,Annora,GT,31.35
50731,Christian,SF,27.05
50732,Dianemarie,FV,100.35
50733,Brena,YI,28
50734,Sashenka,TR,34.75
50735,Gretal,GR,44.18
50736,Darci,HF,93.93
50737,Zaria,KI,88.26
50738,Codie,JX,45.74
50739,Ebonee,FW,73.32
50740,Meriel,ET,15
50741,Shel,LN,52.35
50742,Shannah,JB,77.77
50743,Miquela,LW,56.05
50744,Jessamyn,OY,10.46
50745,Odessa,LX,98.36
50746,Tarra,VB,98.43
50747,Joelly,ZE,55.96
50748,Doralynne,OC,69.6
50749,Carol-Jean,UE,17.75
50750,Carol-Jean,NP,43.57
50751,Allyce,LC,13.52
50752,Kayla,IU,67.84
50753,Sibella,BN,38.06
50754,Alie,DT,23.06
50755,Millie,TR,25.37
50756,Yvonne,FD,40.18
50757,Shel,TF,9.2
50758,Almeta,TC,31.68
50759,Nickie,IC,58.32
50760,Lyssa,HG,0.8
50761,Coral,SJ,71.74
50762,Bobinette,GK,39.71
50763,Ariela,KR,48.48
50764,Stevana,ZP,14.66
50765,Heida,JU,97.63
50766,Celisse,FY,77.76
50767,Atlanta,MF,65.67
50768,Noelle,XP,26.18
50769,Sean,AR,28.78
50770,Willetta,GM,21.61
50771,Nerta,LV,82.44
50772,Marcelline,TJ,27.84
50773,Konstance,CS,22.3
50774,Brena,FU,26.73
50775,Marti,WY,33.8
50776,Sara-Ann,GJ,88.61
50777,Rosene,YW,3.09
50778,Jean,CS,28.5
50779,Emelina,QF,57.28
50780,Zia,LX,97.04
50781,Binny,OW,75.77
50782,Christal,CU,50.7
50783,Valera,PL,86.62
50784,Ginnie,LU,79.63
50785,Lizzie,QN,24.33
50786,Marjie,GE,35.61
50787,Lonnie,UC,18.83
50788,Adriana,FL,94.45
50789,Deirdre,ZC,14.21
50790,Barbi,XL,70.64
50791,Elsie,XL,23.31
50792,Rayna,RH,40.38
50793,Wanda,VR,59.19
50794,Nelle,KP,67.41
50795,Ida,MY,60.75
50796,Yvonne,YU,82.23
50797,Jordan,OP,65.28
50798,Moyna,WV,84.47
50799,Desirae,RE,79.73
50800,Mary,WW,38.76
50801,Dione,IF,3.12
50802,Mady,VF,14.88
50803,Lynea,NB,47.28
50804,Camile,CZ,99.47
50805,Alisha,KQ,8.57
50806,Robbi,NR,30.87
50807,Kate,PZ,61.61
50808,Leontine,VH,98.21
50809,Althea,SG,40.11
50810,Antonietta,EE,19.64
50811,Reeba,FW,87.99
50812,Deirdre,QD,39.95
50813,Joeann,LX,3.52
50814,Sheelagh,XF,67.22
50815,Jillayne,KN,93.91
50816,Feliza,MT,76.75
50817,Carlie,QQ,93.2
50818,Dania,LX,86.65
50819,Alyda,VS,33.27
50820,Queenie,YM,92.15
50821,Glynnis,XO,25.07
50822,Orsola,AF,100.62
50823,Melisent,GF,77.49
50824,Ana,LC,72.08
50825,Maye,NA,39.41
50826,Dianemarie,QX,62.21
50827,Demetris,PK,87.95
50828,Doralynne,YP,54.84
50829,Lusa,CE,96.85
50830,Leia,LW,36.33
50831,Elena,KI,50.76
50832,Adelle,EL,17.27
50833,Aimil,WB,80.7
50834,Benita,HP,22.7
50835,Sonni,YJ,97.81
50836,Kerrin,JM,71.96
50837,Rebeca,DQ,73.14
50838,Sabina,LZ,64.13
50839,Agathe,VQ,25.77
50840,Dotty,NM,62.27
50841,Lyssa,DP,69.86
50842,Emylee,GP,87.96
50843,Adelle,YO,18.98
50844,Karly,TN,82.26
50845,Thalia,XX,31.8
50846,Cam,TZ,57.31
50847,Charissa,MH,19.27
50848,Gabriellia,BU,42.89
50849,Amii,ON,38.25
50850,Sybille,HV,72.56
50851,Louella,WG,82.14
50852,Nadine,NK,33.54
50853,Aeriela,XV,66.16
50854,Sheelagh,FN,14.46
50855,Candy,WY,50.55
50856,Raquela,LV,96.61
50857,Philis,IH,98.88
50858,Raf,BA,57.5
50859,Kristina,WB,19.6
50860,Gisela,MU,3.47
50861,Kary,UP,57.67
50862,Chrystel,EB,94.97
50863,Esmeralda,RC,87.97
50864,Tracey,GP,65.7
50865,Tybie,ZG,7.14
50866,Corry,UB,0.71
50867,Etta,PL,83.11
50868,Netty,DU,2.67
50869,Gertrud,JC,60.09
50870,Myrtice,ZI,84.09
50871,Nonnah,NO,52.1
50872,Cyb,HH,0.95
50873,Monika,IX,39.9
50874,Charlena,ET,12.5
50875,Tybie,FV,3.03
50876,Orsola,CZ,21.17
50877,Livvyy,CE,29.73
50878,Carree,EK,38.94
50879,Therine,JG,12.83
50880,Courtnay,ON,5.84
50881,Roslyn,FS,84.77
50882,Teriann,ZR,52.23
50883,Chickie,MG,37.7
50884,Harmonia,GU,30.69
50885,Vita,JN,57.88
50886,Beatriz,SD,96.63
50887,Sissy,NH,26.04
50888,Emylee,JU,8.37
50889,Alisha,FT,97.51
50890,Elora,UH,92.51
50891,Delilah,DJ,63.1
50892,Margalo,ZH,5
50893,Oona,KS,40.26
50894,Drucie,JH,80.63
50895,Roslyn,HK,90.49
50896,Clementine,QS,39.2
50897,Lauryn,QX,31.81
50898,Averyl,QP,14.37
50899,Alia,HS,27.75
50900,Blinni,AI,17.49
50901,Fina,VD,66.74
50902,Mady,QW,38.53
50903,Shaylyn,VY,69.44
50904,Fidelia,QB,29.85
50905,Ronna,AZ,73.79
50906,Marcy,CD,21.42
50907,Janis,MS,76.72
50908,Lisette,NE,72.92
50909,Suzette,DO,9.51
50910,Dorene,UO,5.26
50911,Diena,DB,10.27
50912,Ermengarde,HV,49.33
50913,Jessamyn,LI,94.94
50914,Delilah,QZ,28.17
50915,Gloria,PP,8.37
50916,Belva,WA,24.19
50917,Linzy,DE,90.78
50918,Maridel,NL,82.09
50919,Fina,VZ,19
50920,Jessy,VG,21.3
50921,Calla,RI,30.22
50922,Madalyn,OW,98.62
50923,Lynde,SZ,1.21
50924,Joeann,YD,60.48
50925,Gilda,QF,41.57
50926,Ketti,GI,41.65
50927,Nerta,DL,58.66
50928,Esmeralda,ZI,13.35
50929,Lizzie,UK,9.53
50930,Corina,NM,63.65
50931,Katharina,MM,21.58
50932,Sharai,RM,88.74
50933,Alexine,YK,39.14
50934,Mureil,VC,7.31
50935,Candi,GW,92.61
50936,Kathy,UQ,40.74
50937,Aurelie,SU,0.57
50938,Trixi,QU,100.17
50939,Binny,NT,25.73
50940,Drucie,OX,80
50941,Joane,MJ,87.46
50942,Amalie,JO,15.74
50943,Tilly,JP,35.33
50944,Lusa,BD,2.07
50945,Aili,YT,97.53
50946,Noelle,FW,60.08
50947,Linet,GR,87.36
50948,Fredericka,WD,25.31
50949,Kristan,BE,28.3
50950,Bill,RL,30.45
50951,Joleen,EW,81.58
50952,Kaja,OZ,19.32
50953,Roslyn,NB,87.25
50954,Ermengarde,HT,76.12
50955,Teriann,FU,83.48
50956,Dyann,HN,93.5
50957,Rivalee,GX,69.86
50958,Max,QP,60.67
50959,Constance,SH,68.88
50960,Daune,SD,28.83
50961,Ariela,DT,5.66
50962,Ofilia,ZN,61.01
50963,Anallese,EO,47.6
50964,Joane,ZI,36.54
50965,Aili,TA,67.75
50966,Melina,IQ,70.19
50967,Beatriz,EP,79.38
50968,Ana,ZN,91.99
50969,Tilly,DO,42.59
50970,Jackie,CB,16.18
50971,Nannie,YD,72.74
50972,Catrina,EI,84.05
50973,Isa,GG,26.4
50974,Natka,GK,61.39
50975,Brana,KA,78.5
50976,Robinia,OB,13.68
50977,Cam,WS,92.68
50978,Yolane,VV,13.55
50979,Evita,YV,72.48
50980,Gilligan,JO,72.93
50981,Starla,GB,65.07
50982,Nananne,KD,4.68
50983,Sheree,KI,2.83
50984,Merci,YA,57.06
50985,Alia,KC,86.13
50986,Hyacinthe,SU,27.71
50987,Courtnay,TF,9.71
50988,Dione,MR,68.8
50989,Tarra,RJ,30.55
50990,Paulita,BU,1.61
50991,Dyann,ZA,47.14
50992,Carilyn,XL,31.07
50993,Harrietta,DO,18.71
50994,Lorenza,KR,12.23
50995,Brynna,HB,85.44
50996,Sabina,YR,21.52
50997,Edee,JS,8.06
50998,Annabela,US,48.69
50999,Alameda,AQ,69.69
51000,Theodora,LH,88.91
51001,Shel,PH,50.68
51002,Emelina,ZY,16.1
51003,Jsandye,FR,27.11
51004,Chandra,EK,60.72
51005,Daryl,IR,13.8
51006,Laure,DZ,87.33
51007,Ardenia,GD,44.19
51008,Giustina,DB,4.18
51009,Wilma,DS,68.78
51010,Meghann,ZV,46.22
51011,Nadine,OR,6.14
51012,Henriette,UZ,54.42
51013,Claudina,ZH,29.87
51014,Goldie,JU,88.86
51015,Minda,BO,61.31
51016,Britte,QM,36.38
51017,Leontine,BG,69.23
51018,Adore,NC,81.67
51019,Dennie,RX,86.65
51020,Doro,NO,59.23
51021,Orsola,EC,66.14
51022,Ashlee,UW,66.53
51023,Anallese,SH,31.91
51024,Riannon,YO,97.18
51025,Ivett,YQ,11.23
51026,Jaime,QD,5.88
51027,Janeczka,QV,19.85
51028,Lulita,EF,85.36
51029,Ottilie,WG,80.18
51030,Priscilla,GW,51.74
51031,Lila,OQ,91.66
51032,Andree,KH,39.71
51033,Elfreda,NN,42.1
51034,Lonnie,GJ,20.6
51035,Claudina,XJ,43.15
51036,Adele,DA,96.32
51037,Tarra,ER,88.32
51038,Gianina,XJ,72.74
51039,Nananne,JT,64.6
51040,Helsa,JP,51.09
51041,Raquela,SR,36.68
51042,Agnese,EW,69.4
51043,Ermengarde,WB,52.66
51044,Amelia,OU,100.16
51045,Tersina,AE,25.6
51046,Emelina,ZX,65.04
51047,Myriam,KD,38.04
51048,Collen,NK,42.51
51049,Gavrielle,AB,49.25
51050,Lolita,AC,12.57
51051,Willetta,FB,1.28
51052,Leia,MO,7.54
51053,Karolina,ON,27.64
51054,Leontine,WM,46.82
51055,Michaelina,IL,20.38
51056,Sophia,IN,83.41
51057,Nelle,PC,74.99
51058,Selma,GN,48.35
51059,Dawn,WC,96.08
51060,Phedra,ZR,60.4
51061,Jasmina,QJ,12.67
51062,Correy,XT,43.22
51063,Valli,YG,39.8
51064,Cecile,MV,86.39
51065,Chrystel,YO,19.87
51066,Miquela,YB,22.96
51067,Kial,NF,18.15
51068,Aimil,TT,63.24
51069,Amalie,HB,69.05
51070,Allis,TC,32.62
51071,Emylee,SU,4.37
51072,Mariann,CM,97.99
51073,Shaylyn,GK,3.54
51074,Elie,HG,40.57
51075,Christian,IX,2.27
51076,Jan,BO,62.13
51077,Theodora,MD,91.37
51078,Alyssa,IM,79.25
51079,Melisent,LR,22.39
51080,Kylynn,MS,48.25
51081,Tonia,KJ,21.93
51082,Vere,KK,39.83
51083,Lanae,IW,24.55
51084,Ira,KR,25.83
51085,Johna,CZ,57.44
51086,Kristan,MA,78.89
51087,Heddie,PA,44.12
51088,Clementine,OE,17.43
51089,Daune,BB,84.2
51090,Kimmy,IZ,63.39
51091,Isa,UQ,65.43
51092,Albertina,WB,63.91
51093,Chrystel,LX,33.56
51094,Maryellen,IE,54.75
51095,Ileana,TJ,41.09
51096,Elfreda,JK,81.48
51097,Hayley,SR,8.49
51098,Annecorinne,KY,43.7
51099,Marika,ST,0.25
51100,Dania,IM,65.79
51101,Alex,BB,38.81
51102,Lesly,YN,6.57
51103,Belinda,TL,4.03
